lipid_system,property,chain,type,T_bin,n_values,mean,median,std,min,max,spread_pct,n_sources,n_force_fields,unit
POPC:TLCL_0H (4:1),order_param_SCD_plateau,sn-2,computational,30C,1,0.2147,0.2147,0.0,0.2147,0.2147,0.0,1,1,dimensionless
POPE,order_param_SCD_plateau,sn-1,computational,25C,2,0.2669,0.2669,0.0808,0.1861,0.3477,60.5,2,2,dimensionless
POPE,order_param_SCD_plateau,sn-2,computational,25C,2,0.2384,0.2384,0.0624,0.176,0.3009,52.4,2,2,dimensionless
POPE,order_param_SCD_plateau,sn-1,computational,30C,6,0.2451,0.2538,0.0358,0.1707,0.276,43.0,4,3,dimensionless
POPE,order_param_SCD_plateau,sn-2,computational,30C,6,0.232,0.2352,0.0315,0.1667,0.2613,40.8,4,3,dimensionless
POPE,order_param_SCD_plateau,sn-1,computational,35C,20,0.2618,0.2598,0.0311,0.1666,0.3252,60.6,16,7,dimensionless
POPE,order_param_SCD_plateau,sn-2,computational,35C,20,0.2464,0.2503,0.0252,0.1654,0.2801,46.6,16,7,dimensionless
POPE,order_param_SCD_plateau,sn-1,computational,40C,4,0.2483,0.2473,0.0117,0.2353,0.2632,11.2,2,1,dimensionless
POPE,order_param_SCD_plateau,sn-2,computational,40C,4,0.2354,0.2347,0.0115,0.2234,0.2486,10.7,2,1,dimensionless
POPE,order_param_SCD_plateau,sn-1,experimental,35C,1,0.2477,0.2477,0.0,0.2477,0.2477,0.0,1,0,dimensionless
POPE,order_param_SCD_plateau,sn-2,experimental,35C,1,0.226,0.226,0.0,0.226,0.226,0.0,1,0,dimensionless
POPE:DOG (29:3),order_param_SCD_plateau,sn-1,computational,35C,1,0.219,0.219,0.0,0.219,0.219,0.0,1,1,dimensionless
POPE:DOG (29:3),order_param_SCD_plateau,sn-2,computational,35C,1,0.219,0.219,0.0,0.219,0.219,0.0,1,1,dimensionless
POPE:DOG:CHOL (37:6:21),order_param_SCD_plateau,sn-1,computational,35C,2,0.323,0.323,0.0322,0.2908,0.3553,20.0,1,1,dimensionless
POPE:DOG:CHOL (37:6:21),order_param_SCD_plateau,sn-2,computational,35C,2,0.3014,0.3014,0.0106,0.2908,0.312,7.0,1,1,dimensionless
POPE:POPC:POPS:CHOL:SM16:GM1 (24:38:5:20:9:4),order_param_SCD_plateau,sn-1,computational,25C,12,0.3422,0.3548,0.0319,0.2848,0.3874,30.0,3,1,dimensionless
POPE:POPC:POPS:CHOL:SM16:GM1 (24:38:5:20:9:4),order_param_SCD_plateau,sn-2,computational,25C,12,0.3212,0.319,0.0331,0.2743,0.3868,35.0,3,1,dimensionless
POPE:POPG (187:63),order_param_SCD_plateau,sn-1,computational,35C,4,0.2816,0.2824,0.002,0.2783,0.2835,1.8,2,1,dimensionless
POPE:POPG (187:63),order_param_SCD_plateau,sn-2,computational,35C,4,0.25,0.2502,0.0015,0.2478,0.2516,1.5,2,1,dimensionless
POPE:SDG:CHOL (37:6:21),order_param_SCD_plateau,sn-1,computational,35C,1,0.359,0.359,0.0,0.359,0.359,0.0,1,1,dimensionless
POPE:SDG:CHOL (37:6:21),order_param_SCD_plateau,sn-2,computational,35C,1,0.3144,0.3144,0.0,0.3144,0.3144,0.0,1,1,dimensionless
POPG,order_param_SCD_plateau,sn-1,computational,25C,2,0.2158,0.2158,0.005,0.2108,0.2207,4.6,2,2,dimensionless
POPG,order_param_SCD_plateau,sn-2,computational,25C,2,0.1916,0.1916,0.0052,0.1864,0.1969,5.5,2,2,dimensionless
POPG,order_param_SCD_plateau,sn-1,computational,35C,10,0.2272,0.2146,0.0257,0.1987,0.2633,28.4,10,4,dimensionless
POPG,order_param_SCD_plateau,sn-2,computational,35C,10,0.2061,0.2094,0.0169,0.1826,0.2304,23.2,10,4,dimensionless
POPG,order_param_SCD_plateau,sn-1,experimental,25C,1,0.17,0.17,0.0,0.17,0.17,0.0,1,0,dimensionless
POPG,order_param_SCD_plateau,sn-2,experimental,25C,1,0.17,0.17,0.0,0.17,0.17,0.0,1,0,dimensionless
POPG:DPPGK:TOCL (12:7:1),order_param_SCD_plateau,sn-1,computational,30C,2,0.2356,0.2356,0.0043,0.2313,0.24,3.7,1,1,dimensionless
POPG:DPPGK:TOCL (12:7:1),order_param_SCD_plateau,sn-2,computational,30C,2,0.2298,0.2298,0.0128,0.2171,0.2426,11.1,1,1,dimensionless
POPG:POPC (1:1),order_param_SCD_plateau,sn-1,computational,25C,22,0.2491,0.247,0.0258,0.2137,0.2953,32.8,9,3,dimensionless
POPG:POPC (1:1),order_param_SCD_plateau,sn-2,computational,25C,22,0.2339,0.2252,0.0299,0.1794,0.2837,44.6,9,3,dimensionless
POPG:POPC (1:4),order_param_SCD_plateau,sn-1,computational,25C,4,0.2414,0.2381,0.0241,0.2163,0.2729,23.4,2,1,dimensionless
POPG:POPC (1:4),order_param_SCD_plateau,sn-2,computational,25C,4,0.2266,0.225,0.0214,0.2017,0.255,23.5,2,1,dimensionless
POPG:POPC (3:7),order_param_SCD_plateau,sn-1,computational,35C,10,0.2234,0.2174,0.0152,0.2041,0.2529,21.8,5,3,dimensionless
POPG:POPC (3:7),order_param_SCD_plateau,sn-2,computational,35C,10,0.1941,0.1889,0.0123,0.1804,0.2112,15.9,5,3,dimensionless
POPG:POPC (44:175),order_param_SCD_plateau,sn-1,computational,25C,12,0.2309,0.2292,0.0175,0.2018,0.2629,26.5,6,2,dimensionless
POPG:POPC (44:175),order_param_SCD_plateau,sn-2,computational,25C,12,0.2153,0.2094,0.033,0.1757,0.2822,49.5,6,2,dimensionless
POPG:POPE (187:63),order_param_SCD_plateau,sn-1,computational,35C,16,0.2324,0.2218,0.0224,0.21,0.2732,27.2,8,4,dimensionless
POPG:POPE (187:63),order_param_SCD_plateau,sn-2,computational,35C,16,0.212,0.2138,0.0183,0.1797,0.2381,27.6,8,4,dimensionless
POPG:POPE (63:187),order_param_SCD_plateau,sn-1,computational,35C,12,0.2513,0.2512,0.0139,0.2303,0.2709,16.2,6,3,dimensionless
POPG:POPE (63:187),order_param_SCD_plateau,sn-2,computational,35C,12,0.2331,0.2413,0.0195,0.2038,0.2547,21.8,6,3,dimensionless
POPI:NH4 (?),order_param_SCD_plateau,sn-1,computational,35C,1,0.242,0.242,0.0,0.242,0.242,0.0,1,1,dimensionless
POPI:NH4 (?),order_param_SCD_plateau,sn-2,computational,35C,1,0.2292,0.2292,0.0,0.2292,0.2292,0.0,1,1,dimensionless
POPI:POPC:NH4 (?),order_param_SCD_plateau,sn-1,computational,35C,8,0.232,0.2322,0.0063,0.2213,0.2409,8.4,4,1,dimensionless
POPI:POPC:NH4 (?),order_param_SCD_plateau,sn-2,computational,35C,8,0.2192,0.2195,0.0057,0.2103,0.2289,8.5,4,1,dimensionless
POPI:POPE:NH4 (?),order_param_SCD_plateau,sn-1,computational,35C,8,0.255,0.2556,0.0087,0.2381,0.2683,11.8,4,1,dimensionless
POPI:POPE:NH4 (?),order_param_SCD_plateau,sn-2,computational,35C,8,0.2405,0.2396,0.0076,0.225,0.2521,11.3,4,1,dimensionless
POPS,order_param_SCD_plateau,sn-1,computational,25C,23,0.2744,0.2798,0.0335,0.2183,0.3424,45.2,13,7,dimensionless
POPS,order_param_SCD_plateau,sn-2,computational,25C,23,0.2481,0.2533,0.0366,0.1621,0.3322,68.6,13,7,dimensionless
POPS,order_param_SCD_plateau,sn-1,experimental,25C,1,0.2208,0.2208,0.0,0.2208,0.2208,0.0,1,0,dimensionless
POPS,order_param_SCD_plateau,sn-2,experimental,25C,1,0.22,0.22,0.0,0.22,0.22,0.0,1,0,dimensionless
POPS:POPC (1:1),order_param_SCD_plateau,sn-1,computational,25C,6,0.238,0.2374,0.008,0.2269,0.2508,10.0,2,2,dimensionless
POPS:POPC (1:1),order_param_SCD_plateau,sn-2,computational,25C,6,0.1962,0.1839,0.0283,0.1669,0.239,36.7,2,2,dimensionless
POPS:POPC (1:10),order_param_SCD_plateau,sn-1,computational,25C,4,0.2331,0.2333,0.0021,0.23,0.2359,2.5,1,1,dimensionless
POPS:POPC (1:10),order_param_SCD_plateau,sn-2,computational,25C,4,0.1816,0.1813,0.0042,0.1768,0.187,5.6,1,1,dimensionless
POPS:POPC (1:4),order_param_SCD_plateau,sn-1,computational,25C,4,0.2352,0.235,0.0016,0.2331,0.2376,1.9,1,1,dimensionless
POPS:POPC (1:4),order_param_SCD_plateau,sn-2,computational,25C,4,0.1799,0.1809,0.0029,0.1752,0.1825,4.1,1,1,dimensionless
POPS:POPC (1:5),order_param_SCD_plateau,sn-1,computational,25C,64,0.2434,0.2408,0.0111,0.2259,0.2733,19.5,14,3,dimensionless
POPS:POPC (1:5),order_param_SCD_plateau,sn-2,computational,25C,64,0.2077,0.2068,0.0176,0.1718,0.2367,31.2,14,3,dimensionless
POPS:POPC (1:5),order_param_SCD_plateau,sn-1,computational,45C,6,0.2251,0.227,0.0058,0.2146,0.2317,7.6,1,1,dimensionless
POPS:POPC (1:5),order_param_SCD_plateau,sn-2,computational,45C,6,0.214,0.2142,0.0054,0.2054,0.2223,7.9,1,1,dimensionless
PYPC,order_param_SCD_plateau,sn-1,computational,60C,3,0.2092,0.209,0.0018,0.2071,0.2114,2.1,1,1,dimensionless
PYPC,order_param_SCD_plateau,sn-2,computational,60C,3,0.191,0.1907,0.0015,0.1894,0.193,1.9,1,1,dimensionless
SD5PC,order_param_SCD_plateau,sn-1,computational,30C,2,0.2105,0.2105,0.0,0.2105,0.2105,0.0,1,1,dimensionless
SD5PC,order_param_SCD_plateau,sn-2,computational,30C,2,0.1081,0.1081,0.0001,0.108,0.1082,0.2,1,1,dimensionless
SD5PC,order_param_SCD_plateau,sn-2,experimental,30C,1,0.136,0.136,0.0,0.136,0.136,0.0,0,0,dimensionless
SDPC,order_param_SCD_plateau,sn-1,computational,30C,4,0.2081,0.2077,0.0008,0.2075,0.2095,1.0,2,1,dimensionless
SDPC,order_param_SCD_plateau,sn-2,computational,30C,4,0.1077,0.1077,0.0005,0.1072,0.1082,0.9,2,1,dimensionless
SDPC,order_param_SCD_plateau,sn-1,experimental,30C,1,0.22,0.22,0.0,0.22,0.22,0.0,0,0,dimensionless
SDPC,order_param_SCD_plateau,sn-2,experimental,30C,1,0.1015,0.1015,0.0,0.1015,0.1015,0.0,0,0,dimensionless
SDPE:DOG (29:3),order_param_SCD_plateau,sn-1,computational,35C,1,0.2151,0.2151,0.0,0.2151,0.2151,0.0,1,1,dimensionless
SDPE:DOG (29:3),order_param_SCD_plateau,sn-2,computational,35C,1,0.2151,0.2151,0.0,0.2151,0.2151,0.0,1,1,dimensionless
SDPE:DOG:CHOL (37:6:21),order_param_SCD_plateau,sn-1,computational,35C,2,0.3134,0.3134,0.0261,0.2873,0.3395,16.7,1,1,dimensionless
SDPE:DOG:CHOL (37:6:21),order_param_SCD_plateau,sn-2,computational,35C,2,0.2201,0.2201,0.0672,0.1529,0.2873,61.1,1,1,dimensionless
SDPE:SDG:CHOL (37:6:21),order_param_SCD_plateau,sn-1,computational,35C,1,0.3431,0.3431,0.0,0.3431,0.3431,0.0,1,1,dimensionless
SDPE:SDG:CHOL (37:6:21),order_param_SCD_plateau,sn-2,computational,35C,1,0.1514,0.1514,0.0,0.1514,0.1514,0.0,1,1,dimensionless
SLiPC,order_param_SCD_plateau,sn-1,computational,60C,3,0.2078,0.2068,0.0021,0.206,0.2107,2.3,1,1,dimensionless
SLiPC,order_param_SCD_plateau,sn-2,computational,60C,3,0.188,0.1877,0.0018,0.186,0.1903,2.3,1,1,dimensionless
SM16:POPC (3:7),order_param_SCD_plateau,sn-1,computational,25C,1,0.244,0.244,0.0,0.244,0.244,0.0,1,1,dimensionless
SM16:POPC (3:7),order_param_SCD_plateau,sn-2,computational,25C,1,0.2288,0.2288,0.0,0.2288,0.2288,0.0,1,1,dimensionless
SM18:POPC:CHOL (1:1:1),order_param_SCD_plateau,sn-1,computational,50C,1,0.3775,0.3775,0.0,0.3775,0.3775,0.0,1,1,dimensionless
SM18:POPC:CHOL (1:1:1),order_param_SCD_plateau,sn-2,computational,50C,1,0.3392,0.3392,0.0,0.3392,0.3392,0.0,1,1,dimensionless
SOPC,order_param_SCD_plateau,sn-1,computational,25C,3,0.2238,0.2236,0.0006,0.2232,0.2247,0.7,1,1,dimensionless
SOPC,order_param_SCD_plateau,sn-2,computational,25C,3,0.2149,0.2144,0.0024,0.2123,0.218,2.7,1,1,dimensionless
SOPC,order_param_SCD_plateau,sn-1,computational,30C,1,0.2215,0.2215,0.0,0.2215,0.2215,0.0,1,1,dimensionless
SOPC,order_param_SCD_plateau,sn-2,computational,30C,1,0.2103,0.2103,0.0,0.2103,0.2103,0.0,1,1,dimensionless
SOPC,order_param_SCD_plateau,sn-1,computational,60C,3,0.2106,0.2108,0.0012,0.2091,0.212,1.4,1,1,dimensionless
SOPC,order_param_SCD_plateau,sn-2,computational,60C,3,0.1954,0.1948,0.0019,0.1935,0.198,2.3,1,1,dimensionless
TLCL_0H:SAPC:POPE (4:9:7),order_param_SCD_plateau,sn-1,computational,35C,2,0.2258,0.2258,0.0001,0.2257,0.226,0.1,1,1,dimensionless
TLCL_0H:SAPC:POPE (4:9:7),order_param_SCD_plateau,sn-2,computational,35C,2,0.1787,0.1787,0.0417,0.137,0.2204,46.7,1,1,dimensionless
TOCL:POPC (1:1),order_param_SCD_plateau,sn-1,computational,35C,1,0.2289,0.2289,0.0,0.2289,0.2289,0.0,1,1,dimensionless
TOCL:POPC (1:1),order_param_SCD_plateau,sn-2,computational,35C,1,0.2201,0.2201,0.0,0.2201,0.2201,0.0,1,1,dimensionless
TOCL:POPC:POPE (1:2:1),order_param_SCD_plateau,sn-1,computational,35C,2,0.2396,0.2396,0.0006,0.2389,0.2402,0.5,1,1,dimensionless
TOCL:POPC:POPE (1:2:1),order_param_SCD_plateau,sn-2,computational,35C,2,0.227,0.227,0.0008,0.2263,0.2278,0.7,1,1,dimensionless
TOCL:POPE (1:1),order_param_SCD_plateau,sn-1,computational,35C,1,0.2363,0.2363,0.0,0.2363,0.2363,0.0,1,1,dimensionless
TOCL:POPE (1:1),order_param_SCD_plateau,sn-2,computational,35C,1,0.2276,0.2276,0.0,0.2276,0.2276,0.0,1,1,dimensionless
DLPC,thickness_2DC,-,experimental,20C,1,21.9,21.9,0.0,21.9,21.9,0.0,1,0,A
DLPC,thickness_2DC,-,experimental,30C,1,21.7,21.7,0.0,21.7,21.7,0.0,1,0,A
DLPC,thickness_2DC,-,experimental,50C,1,20.8,20.8,0.0,20.8,20.8,0.0,1,0,A
DLPC,thickness_2DC,-,experimental,60C,1,20.6,20.6,0.0,20.6,20.6,0.0,1,0,A
DMPC,thickness_2DC,-,experimental,30C,1,25.7,25.7,0.0,25.7,25.7,0.0,1,0,A
DMPC,thickness_2DC,-,experimental,50C,1,24.8,24.8,0.0,24.8,24.8,0.0,1,0,A
DMPC,thickness_2DC,-,experimental,60C,1,24.1,24.1,0.0,24.1,24.1,0.0,1,0,A
DPPC,thickness_2DC,-,experimental,50C,1,28.5,28.5,0.0,28.5,28.5,0.0,1,0,A
DPPC,thickness_2DC,-,experimental,60C,1,27.9,27.9,0.0,27.9,27.9,0.0,1,0,A
DPhyPC,thickness_2DC,-,experimental,20C,1,27.8,27.8,0.0,27.8,27.8,0.0,1,0,A
DPhyPC,thickness_2DC,-,experimental,30C,1,27.2,27.2,0.0,27.2,27.2,0.0,1,0,A
DPhyPC,thickness_2DC,-,experimental,50C,1,26.7,26.7,0.0,26.7,26.7,0.0,1,0,A
DPhyPC,thickness_2DC,-,experimental,60C,1,26.6,26.6,0.0,26.6,26.6,0.0,1,0,A
DSPC,thickness_2DC,-,experimental,60C,1,31.9,31.9,0.0,31.9,31.9,0.0,1,0,A
POPC,thickness_2DC,-,experimental,20C,1,29.2,29.2,0.0,29.2,29.2,0.0,1,0,A
POPC,thickness_2DC,-,experimental,30C,1,28.8,28.8,0.0,28.8,28.8,0.0,1,0,A
POPC,thickness_2DC,-,experimental,50C,1,28.1,28.1,0.0,28.1,28.1,0.0,1,0,A
POPC,thickness_2DC,-,experimental,60C,1,28.0,28.0,0.0,28.0,28.0,0.0,1,0,A
SOPC,thickness_2DC,-,experimental,20C,1,30.4,30.4,0.0,30.4,30.4,0.0,1,0,A
SOPC,thickness_2DC,-,experimental,30C,1,29.9,29.9,0.0,29.9,29.9,0.0,1,0,A
SOPC,thickness_2DC,-,experimental,50C,1,29.3,29.3,0.0,29.3,29.3,0.0,1,0,A
SOPC,thickness_2DC,-,experimental,60C,1,29.0,29.0,0.0,29.0,29.0,0.0,1,0,A
CHOL:DAPC (1:1),thickness_DB,-,computational,35C,1,41.5,41.5,0.0,41.5,41.5,0.0,1,1,A
CHOL:DAPC (7:11),thickness_DB,-,computational,35C,1,41.5,41.5,0.0,41.5,41.5,0.0,1,1,A
CHOL:DAPC (7:17),thickness_DB,-,computational,35C,1,40.25,40.25,0.0,40.25,40.25,0.0,1,1,A
CHOL:DAPC (7:29),thickness_DB,-,computational,35C,1,39.54,39.54,0.0,39.54,39.54,0.0,1,1,A
CHOL:DAPC (7:65),thickness_DB,-,computational,10C,2,39.71,39.71,0.06,39.65,39.77,0.3,2,1,A
CHOL:DAPC (7:65),thickness_DB,-,computational,25C,2,38.99,38.99,0.04,38.95,39.03,0.2,2,1,A
CHOL:DAPC (7:65),thickness_DB,-,computational,35C,2,38.99,38.99,0.04,38.95,39.03,0.2,2,1,A
CHOL:DAPC (7:65),thickness_DB,-,computational,45C,2,38.99,38.99,0.04,38.95,39.03,0.2,2,1,A
CHOL:DAPC (7:65),thickness_DB,-,computational,60C,2,38.275,38.275,0.015,38.26,38.29,0.1,2,1,A
CHOL:DDOPC (7:65),thickness_DB,-,computational,35C,1,39.53,39.53,0.0,39.53,39.53,0.0,1,1,A
CHOL:DDOPC:DOPC (28:115:130),thickness_DB,-,computational,35C,1,41.25,41.25,0.0,41.25,41.25,0.0,1,1,A
CHOL:DLIPC (7:65),thickness_DB,-,computational,35C,1,40.19,40.19,0.0,40.19,40.19,0.0,1,1,A
CHOL:DLIPC:DOPC (28:125:130),thickness_DB,-,computational,35C,1,41.47,41.47,0.0,41.47,41.47,0.0,1,1,A
CHOL:DOPC (7:65),thickness_DB,-,computational,35C,1,42.74,42.74,0.0,42.74,42.74,0.0,1,1,A
CHOL:DOPC:DAPC (14:65:60),thickness_DB,-,computational,35C,1,40.65,40.65,0.0,40.65,40.65,0.0,1,1,A
CHOL:DPPC (1:4),thickness_DB,-,computational,35C,1,53.45,53.45,0.0,53.45,53.45,0.0,1,1,A
CHOL:POPC (11:100),thickness_DB,-,computational,35C,9,44.8356,44.44,1.7215,42.67,47.93,11.7,9,2,A
CHOL:POPC (1:1),thickness_DB,-,computational,25C,1,46.87,46.87,0.0,46.87,46.87,0.0,1,1,A
CHOL:POPC (1:1),thickness_DB,-,computational,30C,5,46.81,46.98,0.7286,45.4,47.41,4.3,5,2,A
CHOL:POPC (1:1),thickness_DB,-,computational,35C,1,46.84,46.84,0.0,46.84,46.84,0.0,1,1,A
CHOL:POPC (1:4),thickness_DB,-,computational,35C,9,46.3167,46.08,1.5731,43.98,49.17,11.2,9,2,A
CHOL:POPC (3:7),thickness_DB,-,computational,30C,2,48.735,48.735,0.535,48.2,49.27,2.2,2,1,A
CHOL:POPC (43:100),thickness_DB,-,computational,35C,9,47.3944,47.54,1.1931,45.69,50.04,9.2,9,2,A
CHOL:POPC (67:100),thickness_DB,-,computational,35C,1,48.14,48.14,0.0,48.14,48.14,0.0,1,1,A
CHOL:POPC (6:25),thickness_DB,-,computational,30C,1,47.88,47.88,0.0,47.88,47.88,0.0,1,1,A
CHOL:POPC (77:179),thickness_DB,-,computational,25C,1,46.78,46.78,0.0,46.78,46.78,0.0,1,1,A
CHOL:POPC:SM16 (38:45:44),thickness_DB,-,computational,20C,1,49.68,49.68,0.0,49.68,49.68,0.0,1,1,A
DEPC,thickness_DB,-,computational,35C,1,50.37,50.37,0.0,50.37,50.37,0.0,1,1,A
DLIPC,thickness_DB,-,computational,25C,1,40.02,40.02,0.0,40.02,40.02,0.0,1,1,A
DLIPC,thickness_DB,-,computational,60C,3,38.9233,38.67,0.3583,38.67,39.43,2.0,1,1,A
DLIPG:DLIPA:SAPC:POPE (4:4:9:7),thickness_DB,-,computational,35C,1,40.48,40.48,0.0,40.48,40.48,0.0,1,1,A
DLPC,thickness_DB,-,computational,25C,6,34.5667,34.105,0.9189,33.86,36.46,7.5,6,1,A
DLPC,thickness_DB,-,computational,35C,1,35.45,35.45,0.0,35.45,35.45,0.0,1,1,A
DLPC,thickness_DB,-,experimental,20C,1,33.0,33.0,0.0,33.0,33.0,0.0,1,0,A
DLPC,thickness_DB,-,experimental,30C,1,32.6,32.6,0.0,32.6,32.6,0.0,1,0,A
DLPC,thickness_DB,-,experimental,50C,1,31.0,31.0,0.0,31.0,31.0,0.0,1,0,A
DLPC,thickness_DB,-,experimental,60C,1,30.7,30.7,0.0,30.7,30.7,0.0,1,0,A
DMPC,thickness_DB,-,computational,30C,2,40.225,40.225,0.445,39.78,40.67,2.2,2,2,A
DMPC,thickness_DB,-,computational,40C,10,41.416,40.64,2.0914,39.12,44.89,13.9,9,2,A
DMPC,thickness_DB,-,computational,50C,2,37.395,37.395,0.455,36.94,37.85,2.4,2,1,A
DMPC,thickness_DB,-,computational,60C,3,38.4533,38.32,0.1886,38.32,38.72,1.0,1,1,A
DMPC,thickness_DB,-,experimental,30C,1,36.7,36.7,0.0,36.7,36.7,0.0,1,0,A
DMPC,thickness_DB,-,experimental,50C,1,35.2,35.2,0.0,35.2,35.2,0.0,1,0,A
DMPC,thickness_DB,-,experimental,60C,1,34.2,34.2,0.0,34.2,34.2,0.0,1,0,A
DMPC:BOG (1:1),thickness_DB,-,computational,30C,1,36.24,36.24,0.0,36.24,36.24,0.0,1,1,A
DMPC:BOG (2:1),thickness_DB,-,computational,30C,1,37.48,37.48,0.0,37.48,37.48,0.0,1,1,A
DMPC:BOG (3:2),thickness_DB,-,computational,30C,1,36.74,36.74,0.0,36.74,36.74,0.0,1,1,A
DMPC:DMTAP (15:1),thickness_DB,-,computational,50C,2,39.505,39.505,1.815,37.69,41.32,9.2,2,1,A
DMPC:DMTAP (1:1),thickness_DB,-,computational,50C,3,38.0733,38.13,0.1021,37.93,38.16,0.6,3,1,A
DMPC:DMTAP (1:3),thickness_DB,-,computational,50C,4,35.2725,35.185,0.3672,34.88,35.84,2.7,4,1,A
DMPC:SAPI:POPI:SLIPI (90:23:8:7),thickness_DB,-,computational,30C,1,42.25,42.25,0.0,42.25,42.25,0.0,1,1,A
DOPC,thickness_DB,-,computational,20C,3,41.6533,41.92,0.3771,41.12,41.92,1.9,1,1,A
DOPC,thickness_DB,-,computational,25C,4,41.145,41.08,0.5476,40.49,41.93,3.5,2,2,A
DOPC,thickness_DB,-,computational,30C,8,39.9175,39.16,1.1646,38.91,41.92,7.5,6,2,A
DOPC,thickness_DB,-,computational,35C,3,41.5867,41.02,0.9835,40.77,42.97,5.3,2,2,A
DOPC,thickness_DB,-,computational,40C,3,40.85,41.12,0.3818,40.31,41.12,2.0,1,1,A
DOPC,thickness_DB,-,computational,50C,3,40.85,41.12,0.3818,40.31,41.12,2.0,1,1,A
DOPC,thickness_DB,-,computational,60C,3,40.58,40.31,0.3818,40.31,41.12,2.0,1,1,A
DOPC:CHOL (32:13),thickness_DB,-,computational,60C,3,43.7167,43.41,0.4337,43.41,44.33,2.1,1,1,A
DOPC:CHOL (4:1),thickness_DB,-,computational,60C,3,42.6467,42.94,0.4148,42.06,42.94,2.1,1,1,A
DOPC:CHOL (8:1),thickness_DB,-,computational,60C,3,41.58,41.3,0.396,41.3,42.14,2.0,1,1,A
DOPC:CHOL (8:5),thickness_DB,-,computational,60C,3,44.17,44.49,0.4525,43.53,44.49,2.2,1,1,A
DOPC:CHOL (8:7),thickness_DB,-,computational,60C,3,44.33,44.33,0.0,44.33,44.33,0.0,1,1,A
DOPC:DOPE (1:1),thickness_DB,-,computational,25C,1,40.33,40.33,0.0,40.33,40.33,0.0,1,1,A
DOPE,thickness_DB,-,computational,0C,6,45.9683,46.05,1.6921,43.59,48.53,10.7,3,2,A
DOPG:PYPE:PVCL (4:15:1),thickness_DB,-,computational,35C,1,41.31,41.31,0.0,41.31,41.31,0.0,1,1,A
DOPS,thickness_DB,-,computational,30C,13,44.5846,43.04,3.5474,40.85,52.44,26.0,7,4,A
DPPC,thickness_DB,-,computational,15C,4,47.1925,47.49,0.6869,46.02,47.77,3.7,3,1,A
DPPC,thickness_DB,-,computational,20C,2,51.445,51.445,0.225,51.22,51.67,0.9,1,1,A
DPPC,thickness_DB,-,computational,25C,2,47.67,47.67,0.8,46.87,48.47,3.4,2,2,A
DPPC,thickness_DB,-,computational,30C,1,45.66,45.66,0.0,45.66,45.66,0.0,1,1,A
DPPC,thickness_DB,-,computational,35C,2,45.98,45.98,3.44,42.54,49.42,15.0,2,2,A
DPPC,thickness_DB,-,computational,40C,1,49.67,49.67,0.0,49.67,49.67,0.0,1,1,A
DPPC,thickness_DB,-,computational,45C,5,47.302,46.78,0.9598,46.36,49.07,5.7,4,1,A
DPPC,thickness_DB,-,computational,50C,27,42.6004,42.44,1.6773,39.58,46.83,17.0,22,6,A
DPPC,thickness_DB,-,computational,55C,1,43.72,43.72,0.0,43.72,43.72,0.0,1,1,A
DPPC,thickness_DB,-,computational,60C,7,42.2971,42.61,1.2145,40.42,43.48,7.2,2,2,A
DPPC,thickness_DB,-,computational,65C,3,42.38,42.37,0.0141,42.37,42.4,0.1,2,1,A
DPPC,thickness_DB,-,computational,75C,1,42.4,42.4,0.0,42.4,42.4,0.0,1,1,A
DPPC,thickness_DB,-,computational,85C,2,40.97,40.97,0.27,40.7,41.24,1.3,2,1,A
DPPC,thickness_DB,-,experimental,50C,1,39.0,39.0,0.0,39.0,39.0,0.0,1,0,A
DPPC,thickness_DB,-,experimental,60C,1,38.1,38.1,0.0,38.1,38.1,0.0,1,0,A
DPPC:C20 (6:1),thickness_DB,-,computational,60C,8,43.2475,42.37,1.3419,41.85,45.06,7.4,1,2,A
DPPC:C30 (18:1),thickness_DB,-,computational,70C,4,41.9075,41.855,1.2474,40.62,43.3,6.4,1,2,A
DPPC:CHOL (19:5),thickness_DB,-,computational,35C,2,49.605,49.605,0.395,49.21,50.0,1.6,2,1,A
DPPC:CHOL (43:5),thickness_DB,-,computational,20C,2,51.94,51.94,0.0,51.94,51.94,0.0,2,1,A
DPPC:CHOL (43:5),thickness_DB,-,computational,30C,1,48.97,48.97,0.0,48.97,48.97,0.0,1,1,A
DPPC:CHOL (43:5),thickness_DB,-,computational,35C,2,46.515,46.515,0.185,46.33,46.7,0.8,2,1,A
DPPC:CHOL (43:5),thickness_DB,-,computational,40C,1,45.34,45.34,0.0,45.34,45.34,0.0,1,1,A
DPPC:CHOL (43:5),thickness_DB,-,computational,45C,1,44.44,44.44,0.0,44.44,44.44,0.0,1,1,A
DPPC:CHOL (61:11),thickness_DB,-,computational,35C,1,48.31,48.31,0.0,48.31,48.31,0.0,1,1,A
DPPC:CHOL (61:11),thickness_DB,-,computational,40C,1,46.26,46.26,0.0,46.26,46.26,0.0,1,1,A
DPPC:CHOL:DOPC (102:26:83),thickness_DB,-,computational,35C,2,44.97,44.97,0.57,44.4,45.54,2.5,1,1,A
DPPC:DCHOL (43:5),thickness_DB,-,computational,35C,1,45.12,45.12,0.0,45.12,45.12,0.0,1,1,A
DPPE,thickness_DB,-,computational,65C,1,44.62,44.62,0.0,44.62,44.62,0.0,1,1,A
DPPE,thickness_DB,-,computational,70C,3,44.92,41.52,4.9148,41.37,51.87,23.4,2,2,A
